WPM Intervals,Label
68 67 67 68 68 69 67 69 68 69 68 69 69 69 67 68 67 69 69 67 67 67 67 67 67 67 67 68 69 68 67 67 67 68 67 67 68 67 69 68 68 68 69 68 68 67 68 67 68 67 68 68 67 67 68 68 67 69 69 68 68 67 68 69 67 68 67 69 67 69 69 69 68 68 67 67 68 67 69 67 67 69 68 69 68 69 69 67 68 68 68 68 69 68 69 67 68 67 69 69 68 69 68 69 67 69 69 68 69 68 67 68 68 67 67 68 67 68 69 69 68 68 67 67 69 68 69 69 69 67 67 68 69 67 67 67 69 69 68 69 67 69 68 68 69 68 67 67 69 69 69 68 69 67 67 67 68 69 68 68 67 69 68 68 68 67 68 67 68 69 67 67 67 67 68 67 67 69 68 69 69 69 67 69 67 68 68 67 69 68 68 67 67 68 67 68 67 67 67 67 67 68 69 67 69 69 68 68 68 68 69 68 69 69 69 67 69 68 69 67 69 68 68 68 67 68 68 68 67 69 68 69 67 67 67 67 68 68 68 69 69 69 67 68 68 67 67 67 67 68 68 67 67 68 67 68 69 68 69 67 69 67 67 68 69 67 69 67 68 69 69 69 69 68 68 67 68 67 67 69 69 68 68 69 67 68 69 67 67 68 67 68 67 67 68 68 67 68 69 69 67 68 67 68 68 69 67 67 67 69 69 67 69 69 69 67 69 67 68 68 68 69 67 69 68 68 67 67 68 67 69 69 68 69 67 68 69 67 69 67 69 67 67 67 67 68 67 68 68 67 67 69 67 68 69 67 67 68 67 67 69 67 68 67 68 68 69 69 68 67 69 67 68 67 68 69 69 68 69 69 69 68 69 67 68 67 67 69 68 69 68 67 68 68 69 68 69 67 69 67 68,1
53 54 54 61 56 60 59 55 58 58 56 63 54 56 61 60 53 58 57 59 53 58 59 56 63 62 59 58 62 56 60 58 58 60 54 54 62 62 63 54 55 60 58 62 62 57 63 56 59 57 54 55 56 57 56 53 53 60 63 54 59 55 56 60 56 54 57 57 60 54 54 57 59 58 60 63 59 57 59 57 63 59 58 54 61 54 53 53 59 62 55 58 55 55 58 59 62 54 58 56 61 60 57 55 61 53 57 62 54 63 57 54 57 53 54 62 56 62 56 58 61 57 55 60 63 53 54 59 60 59 60 57 62 61 57 63 60 61 62 59 62 57 59 58 55 62 57 59 63 63 63 55 60 55 56 60 57 54 53 57 63 62 59 54 54 61 53 55 63 63 57 57 58 53 59 54 57 56 56 63 54 54 54 54 60 63 61 63 63 54 53 60 55 61 55 59 63 53 63 59 53 55 56 57 54 56 58 54 55 62 56 58 62 59 62 58 63 58 53 60 58 58 61 53 60 53 57 63 62 58 63 63 59 63 59 56 61 61 62 56 63 59 62 58 63 53 58 62 53 54 63 55 56 59 56 59 60 62 54 57 54 55 56 53 61 55 60 53 57 55 53 61 54 60 61 53 63 56 55 60 57 57 62 61 62 55 54 59 63 58 57 59 55 63 63 59 60 54 63 55 55 53 53 59 54 59 61 57 54 57 61 53 59 61 62 63 61 60 57 63 60 53 58 60 57 60 57 55 61 56 60 62 56 57 55 58 53 61 57 57 54 53 58 53 54 53 56 62 60 55 59 63 61 62 54 60 63 56 61 58 63 57 59 61 56 63 56 57 57 59 55 63 63 55 58 55 63 55 62 53 57 55 56 60 60 63 53 59 60 54 56 61 55 61 55 63 60 62 54 61 53 62 63 56 63 53 60 62 60 54 61 57 58 56 53 60 58 57 57 61 63 56 61 61 55 60 60 57 61 63 53 57 56 53 53 58 59 53 54 60 63 59 58 53 59 63 53 58 56 58 53 63 54 58 60 63 54 56 61 56 53 53 59 63 57 54 57 62 53 57 61 63 54 58 63 61 55 58 54 60 55 61 55 61 58 58 59 59 60 59 56 59 55 57 54 58,0
71 70 66 70 69 65 68 65 66 68 75 71 65 70 73 72 67 68 69 67 67 75 75 71 67 69 66 73 67 68 70 75 66 67 75 67 74 69 66 72 72 72 67 66 73 70 70 75 68 68 74 72 71 74 72 72 74 65 68 69 75 75 65 67 70 66 75 71 70 66 75 73 74 75 65 70 74 71 70 66 74 66 72 73 73 72 67 75 75 67 66 65 70 71 72 71 69 67 73 66 69 65 66 66 72 68 70 69 67 75 71 67 67 74 67 66 69 67 68 66 66 68 66 68 70 66 69 74 72 65 70 66 67 67 71 69 73 72 73 70 75 75 70 73 69 65 67 65 68 75 67 67 65 68 69 73 74 69 66 69 68 66 67 66 65 66 69 70 67 71 71 73 70 72 65 71 66 66 71 73 69 75 66 75 66 66 75 71 68 73 75 71 67 73 65 68 70 65 73,0
56 57 58 57 58 57 58 56 57 57 58 58 58 56 57 58 57 56 57 58 57 56 57 56 56 57 56 57 57 57 58 56 58 57 56 58 58 56 57 56 56 57 56 57 57 58 57 58 58 57 58 57 57 57 58 57 58 58 58 56 56 58 58 58 56 57 57 56 58 57 57 57 58 57 58 56 56 56 57 56 57 56 58 58 57 56 56 58 56 58 57 58 56 57 57 56 58 56 57 57 58 56 58 57 57 58 56 58 58 57 56 58 56 58 58 56 56 57 56 57 58 57 58 56 56 57 57 57 56 58 56 57 58 56 56 58 56 56 58 56 57 57 56 58 58 57 57 57 58 58 56 56 57 57 57 58 56 57 56 56 57 57 57 57 58 58 57 57 57 58 56 58 57 57 56 56 58 56 57 56 58 58 58 56 58 58 58 58 57 57 56 56 58 56 57 58 56 57 57 56 58 57 56 58 56 58 57 57 56 58 56 58 57 58 56 56 56 56 58 57 56 58 56 56 58 57 56 56 58 56 57 58 57 58 56 56 57 57 57 56 58 58 57 56 56 58 57 56 57 56 56 56 57 58 58 57 56 58 58 57 58 56 58 56 56 58 57 57 58 57 57 56 57 57 56 58 56 58 56 58 57 57 56 57 56 56 57 57 58 56 56 58 58 57 56 57 58 56 57 58 57 56 58 57 56 57 56 57 56 57 56 56 58 56 56 57 57 57 57 58 58 58 57 57 56 58 57 58 58 57 58 56 58 58 58 57 56,1
67 65 65 67 66 67 65 66 65 67 67 65 67 67 67 66 65 66 67,1
56 57 57 57 58 58 57 57 58 57 58 57 56 57 56 58 56 58,1
40 43 33 33 35 36 37 43 37 36 37 42 38 34 39 42 40 35 35 38 40 33 39 35 43 39 39 33 41 42 34 43 33 38 38 39 38 42 40 39 43 38 41 42 40 36 41 38 40 35 43 39 41 34 41 36 41 41 43 43 43 40 33 41 39 39 42 43 40 39 41 35 36 39 36 35 36 43 36 34 40,0
54 53 54 53 54 53 54 54 53 54 55 55 54 53 55 53 53 54 55 55 54 54 53 54 55 55 53 54 53 55 55 55 53 54 55 55 54 53 53 55 53 53 54 54 54 55 55 55 53 53 54 55 54 53 55 54 55 53 53 53 55 53 53 54 53 54 54 53 55 53 54 54 53 53 55 55 54 55 55 54 55 53 54 53 55 53 53 53 55 53 53 54 54 53 53 54 53 53 54 55 55 55 54 55 55 54 54 55 55 53 54 54 55 53 53 55 54 54 53 53 55 54 55 54 53 55 54 54 55 55 53 53 54 53 55 54 55 54 53 55 54 54 53 54 55 55 55 53 55 53 53 54 54 54 54 53 53 55 54 55 54 53 54 53 54 53 55 53 55 55 55 54 55 53 54 54 53 54 53 53 53 55 54 55 53 54 53 54 54 53 55 55 54 54 55 55 54 55 54 53 55 53 55 55 54 54 53 53 53 55 55 53 54 54 54 55 55 54 55 54 55 53 55 53 54 53 55 55 54 54 55 54 54 53 54 54 54 54 55 54 55 54 54 53 55 54 53 54 55 54 55 55 55 55 55 54 55 54 54 54 54 53 53 53 54 55 53 53 55 55 53 54 55 53 54 53 53 54 55 55 53 54 54 55 53 53 55 55 55 54 55 53 55 54 54 54 55 54 55 54 54 54 54 54 54 53 54 54 55 54 55 54 55 55 55 53 55 53 54 53 55 54 54 55 53 55 55 53 53 55 55 54 55 55 53 54 55 54 55 53 55 54 55 54 55 55 55 54 55 55 55 53 55 54 55 53 55 53,1
66 65 64 65 66 66 66 65 65 64 66 64 64 64 65 65 66 66 65 64 65 65 64 66 66 64 64 64 64 65 65 64 64 65 65 64 64 65 64 65 66 64 66 64 64 65 64 65 65 66 65 64 66 66 64 64 65 65 65 66 66 65 64 65 66 66 66 66 64 64 64 64 66 66 66 65 66 65 65 64 64 65 64 66 66 64 65 65 65 64 65 65 64 65 65 64 65 66 64 65 66 64 65 66 66 66 64 65 64 64 65 65 64 64 66 64 66 66 66 64 64 64 64 66 64 65 65 65 65 65 65 66 65 66 65 65 65 66 65 65 64 65 66 66 66 66 66 65 64 65 64 64 64 64 64 65 65 66 64 66 64 66 64 64 64 66 65 65 66 65 64 64 64 65 64 66 64 66 66 65 66 64 64 66 64 64 66 64 64 64 66 66 64 66 64 64 65 66 65 64 65 64 64 64 64 65 64 64 65 65 64 65 65 65 65 65 64 65 65 66 66 64 66 65 66 66 66 65 64 65 64,1
55 55 55 55 55 54 54 55 55 54 54 53 55 55 53 53 53 55 53 54 55 54 54 53 54 55 53 53 55 55 53 54 54 54 53 53 55 55 53 55 54 55 54 53 54 53 53 54 54 55 55 55 54 55 53 53 55 55 53 53 54 53 55 55 53 55 55 55 55 55 54 54 53 55 54 55 55 54 55 55 55 53 55 55 55 53 55 54 55 54 54 54 54 53 53 55 55 53 55 55 55 55 53 54 53 54 55 53 54 53 53 53 55 54 54 53 53 53 55 55 54 55 54 53 54 54 53 55 53 53 53 53 54 55 55 53 54 53 55 54 53 55 55 54 53 55 54 53 55 54 55 54 55 54 54 54 55 54 55 54 54 54,1
40 33 38 41 36 37 37 37 34 33 41 40 42 41 40 38 34 35 34 40 36 38 41 37 38 41 34 41 39 43 43 41 40 43 37 39 37 43 34 33 38 41 41 42 37 35 40 39 33 42 38 40 38 34 37 42 41 38 41 36 42 36 35 42 36 40 36 40 33 34 40 37 40 38 40 39 38 37 38 42 43 41 42 37 40 34 34 41 37 33 35 34 38 34 38 34 36 42 39 38 37 38 42 42 35 43 38 40 34 39 34 37 33 39 40 39 38 38 37 35 43 42 40 43 34 40 34 43 39 41 37 40 43 39 40 37 41 33 38 33 35 42 41 34 38 35 43 37 37 39 35 42 36 34 43 37 39 40 33 41 36 39 41 34 39 43 40 34 34 41 33 36 33 38 34 42 40 40 40 41 36 42 43 41 42 38 42 38 37 37 37 41 42 40 43 38 41 36 37 38 41 33 41 43 33 38 37 34 35 35 34 34 34 38 38 39 39 38 42 35 42 39 35 33 33 39 36 43 43 37 40 40 39 38 40 38 41 33 36 36 40 35 33 33 33 35 39 43 39 37 37 35 40 38 34 34 37 42 43 36 39 39 41 35 33 38 33 34 41 38 33 43 39 41 34 34 35 41 36 42,0
56 50 51 56 55 51 47 48 47 50 48 53 53 56 48 52 47 56 47 49 50 55 55 56 56 49 57 47 52 55 48 56 57 55 55 48 55 47 54 51 48 56 51 57 53 50 54 57 57 52 47 57 48 48 51 54 54 51 49 53 57 56 47 50 54 52 50 54 48 53 57 53 50 56 54 57 49 51 53 56 50 53 57 47 49 55 52 49 52 54 54 48 49 53 56 49 47 52 52 49 55 54 56 47 53 53 53 49 49 52 50 55 54 57 52 51 53 48 47,0
56 58 56 57 58 56 58 56 57 58 56 56 57 57 56 57 58 57 56 56 58 58 56 58 58 57 57 57 58 56 58 57 57 57 56 56 57 57 57 57 58 57 56 58 58 57 58 56 58 57 58 57 58 56 56 57 56 56 57 56 56 57 58 58 58 56 58 56 56 56 58 58 58 58 57 57 57 58 58 58 57 58 58 56 58 58 57 58 56 56 56 58 58 57 57 58 58 57 58 58 57 56 56 57 58 58 56 56 58 56 58 58 56 57 58 56 56 56 56 56 57 56 58 58 57 56 58 56 56 56 58 58 58 57 56 58 56 57 57 58 58 56 56 56 58 56 56 57 56 57 56 57 57 58 58 57 56 58 57 58 56 58 57 58 56 56 57 56 56 58 57 57 56 57 56 57 57 56 56 56 58 58 58 56 58 58 56 57 58 57 57 56 56 56 56 56 56 56 57 57 56 56 56 57 56 58 56 58 58 57 56 58 57 57 58 56 57 56 58 57 56 58 56 56 57 57 58 58 56 58 56 56 56 56 56 56 56 57 56 57 57 56 56 58 56,1
35 33 43 36 36 34 41 37 40 40 34 35 43 35 36 36 36 37 38 35 33 40 37 42 33 33 34 35 37 43 33 43 33 36 38 34 34 39 39 36 35 38 34 33 36 41 40 43 39 41 38 35 34 40 36 35 34 39 37 33 41 35 34 42 39 42 38 40 43 39 33 41 36 35 36 37 35 36 37 43 42 36 38 40 37 38 34 42 38 34 40 35 36 39 42 35 38 43 38 33 40 38 38 43 35 34 40 34 36 36 42 37 40 39 40 37 36 37 36 40 37 40 36 37 33 43 40 36 33 41 35 39 40 43 35 34 33 42 33 37 36 37 34 40 40 35 35 38 37 35 43 43 43 38 36 40 37 39 41 43 36 42 33 36 42 37 41 42 42 42 43 37 33 41 33 42 39 37 33 40 37 42 33 35 33 36 43 37 37 33 42 43 37 34 37 37 37 34 40 43 35 41 41 39 39 38 37 37 42 40 38 33 34 41 41 34 35 36 38 43 38 35 37 42 33 40 42 42 37 38 43 42 41 43 40 35 42 39 33 43 35 37 37 42 38 37 42 41 40 43 34 40 33 40 42 43 36 41 36 40 35 39 34 39 41 40 37 39 34 34 42 35 39 41 39 33 38 37 43 39 41 34 42 34 38 42 34 40 36 43 41 34 39 39 36 40 36 43 37 37 34 41 38 35 36 36 39 40 40 41 37 39 43 36 35 43 35 42 36 40 43 35 34 37 36 33 36 33 41 43 42 40 43 43 43 35 40 39 38 38 40 37 37 33 38 38 39 37,0
70 69 71 70 71 69 70 69 71 70 71 70 70 69 69 71 70 71 69 70 69 70 70 71 71 71 69 70 71 69 69 69 69 69 71 69 71 71 69 70 70 69 69 71 70 71 70 71 69 70 71 69 70 70 69 70 70 71 70 70 70 71 70 70 70 70 69 71 70 70 71 71 71 69 69 70 71 71 71 69 71 71 69 71 69 71 70 69 70 69 71 69 71 71 71 71 69 70 70 69 71 69 69 71 71 71 70 69 69 69 70 70 69 70 70 71 70 71 71 69 70 71 71 71 69 71 70 70 69 71 70 69 70 70 70 69 70 70 69 71 69 70 70 69 69 69 71 70 70 71 71 71 69 71 70 70 70 71 70 70 70 69 69 71 71 71 69 69 69 71 71 70 69 69 69 70 71 70 69 71 69 69 71 69 70 71 70 69 69 71 71 71 70 71 71 69 69 69 70 69 69 69 69 71 70 69 71 69 69 71 71 69 71 71 70 70 69 71 70 71 69 70 70 69 71 71 71 69 70 69 69 71 70 69 70 70 69 69 71 69 71 71 71 69 70 69 69 69 70 70 69 69 70 69 69 70 69 70 70 71 69 70 69 71 69 69 70 71 71 70 69 69 70 69 69 69 71 70 69 69 69 69 69 71 71 70 70 71 71 70 71 71 71 70 69 69 71 69 71 71 71 70 69 69 70 71 71 70 70 69 71 71 70 69 71 70 70 69 71 69 70 71 69 71 71 70 71 69 69 71 70 69 70 69 70 71 71 69 69 71 71 69 69 71 71 71 71 70 71 71 70 70 69 69 69 71 70,1
36 38 37 28 36 36 29 37 29 29 35 38 33 36 29 36 33 35 32 28 28 37 35 31 31 36 34 32 36 37 30 32 32 34 30 36 33 38 36 38 32 31 34 29 30 34 32 29 36 32 33 34 34 30 31 28 31 28 32 37 36 37 33 28 28 34 31 36 34 38 37 34 28 38 34 31 35 30 36 34 38 36 31 38 34 34 28 35 36 29 29 30 30 36 34 31 32 36 36 30 32 32 33 31 33 35 34 36 30 28 35 37 29 30 29 28 33 36 29 36 36 35 30 28 31 32 33 35 29 30 37 28 30 32 31 34 31 29 34 30 28 28 35 38 34 35 34 35 35 31 33 35 28 38 30 36 35 36 38 34 28 30 37 36 37 38 31 28 29 35 37 32 29 34 29 38 34 31 33 32 34 33 29 33 28 30 29 28 34 32 36 28 35 36 36 38 29 32 37 36 32 29 30 34 36 29 35 31 30 31 31 31 28 36 33 30 38 28 36 33 29 31 34 29 28 36 35 28 32 38 35 35 31 38 34 35 29 32 31 33 35 34 38 29 34 35 38 36 37 32 28 32 29 32 33 28 35 30 34 34 28 30 34 34 38 32 38 30 34 38 36 34 28 34 30 29 29 33 30 33 32 36 32 38 29 36 30 34 36 35 34 38 29 37 30 38 37 32 29 28 29 32 34 34 31 38 31 38 29 37 30 38 37 36 30 31 35 36 28 28 37 31 29,0
56 55 55 55 55 56 57 56 55 56 57 57 57 57 56 56 57 57 57 56 56 57 55 55 57 55 55 57 57 56 56 56 55 55 55 57 56 56 56 56 56 57 56 56 55 55 57 55 55 57 56 55 56 57 55 56 56 56 56 55 57 57 56 56 56 55 57 55 57 56 56 57 56 55 56 55 55 55 55 57 56 55 57 55 56 56 57 56 56 57 55 56 55 57 56 56 55 56 57 57 57 55 56 56 57 55 55 55 57 55 55 57 57 55 56 55 57 56 57 55 56 55 55 55 57 57 55 57 56 57 56 56 56 55 56 55 56 55 57 57 55 56 57 56 55 55 57 55 56 57 57 56 55 57 55 56 56 57 56 56 57 55 55 55 55 55 56 57 55 57 57 57 55 55 57 55 56 56 57 57 56 57 56 57 57 56 55 57 57 57 57 56 55 57 56 57 56 57 55 55 56 55 56 56 57 56 56 55 57 55 57 55 55 56 55 56 57 56 55 55 55 56 56 55 57 57 56 56 56 56 57 55 55 57 56 55 55 57 56 56 56 56 57 55 55 56 55 57 55 55 55 57 57 56 57 57 56 57 55 56 57 57 57 56 57 57 57 56 55 55 56 56 56 57 55 56 57 56 57 56 56 57 55 57 56 56 57 56 55 55 57 57 56 57 56 56 55 55 56 56 55 55 56 57 57 56 57 57 55 56 55 55 55 55 57 56 57 55 55 57 57 56 55 57 56 55 56 55 56 55 56 55 57 56 56 57 56 55 55 56 57 56 57 55 57 57 55 56 56 55 56 55 56 55 55 56 55 56 57 56 55 56 57 55 57 57 56 56 55 57 55 55 55 55 55 57 56 56 55 55 55 56 56 56 55 57 56 56 57 56 56 57 56 57 57 55 57 56 57 55 57 56 55 57 55 55 55 56 57 57 57 57 56 57 56 56 55 57 56 57 56 56 56 57 57 56 57 55 56 56 56 56 55 57 57 56 56 56 56 55 55 56 55 57 56 55 57 56 55 55 55 57 57 57 57 57 55 55 57 57 55 55 56 55 57 57 56 56 55 55 55 55 57 57 57 56 56 55 55 57 57 55 57 55 57 56 56 57 56 55 55,1
50 50 51 52 51 52 50 51 50 50 52 51 52 50 50 50 50 50 52 51 52 52 52 50 52 51 50 51 52 50 51 52 51 51 52 51 52 50 52 51 50 52 50 52 50 50 51 52 51 52 52 51 52 51 52 51 52,1
70 72 69 65 69 74 71 71 73 66 67 73 66 70 67 73 72 68 70 72 73 64 70 65 66 70 74 69 70 66 68 71 64 73 66 73 65 71 72 74 66 67 71 72 69 68 64 65 66 64 66 69 66 64 74 68 74 65 68 69 71 70 73 74 71 65 64 68 72 64 67 65 65 72 69,0
55 54 61 60 61 52 51 56 54 57 60 53 61 54 58 57 60 56 56 51 58 59 59 54 59 51 61 55 54 51 52 53 61 58 51 61 58 51 55 58 51 54 55 54 58 59 53 52 55 52 60 52 52 58 52 57 56,0
68 73 68 69 75 67 71 69 70 70 75 69 75 74 65 67 71 67 75 70 69 71 74 70 70 69 69 72 71 73 65 73 73 72 66 73 67 68 74 65 75 73 69 71 70 70 72 75 71,0
74 67 73 70 74 75 68 75 69 68 71 71 74 72 65 75 74 74 66 73 75 74 65 73 67 71 71 74 73 70 67 66 75 69 74 65 68 69 70 67 65 74 73 69 68 70 67 66 65 68 66 69 74 65 73 74 67 70 71 70 68 66 68 68 65 69 66 66 70 73 75 71 72 74 66 69 65 75 65 75 72 66 70 70 69 71 70 74 65 71 70 73 71 71 67 67 66 67 65 67 65 69 67 72 65 72 71 72 65 68 74 72 69 75 74 71 72 73 65 69 67 71 73 66 70 73 75 68 71 73 75 73 67 74 71 70 69 71 74 71 66 66 71 71 67 70 66 72 69 68 75 74 70 73 70 73 74 68 68 74 65 72 71 68 66 69 71 73 73 66 72 74 71 66 66 73 74 69 75 73 75 67 66 75 74 73 71 69 68 74 72 74 68 71 69 67 71 75 67 70 73 74 66 65 75 67 65 66 73 68 69 72 65 68 67 71 75 67 68 69 75 73 71 71 71 65 75 69 67 71 69 73 71 68 74 66 72 69 70 75 71 71 67 72 65 71 66 65 72 68 66 65 75 70 67 65 66 70 73 69 66 75 72 75 74 71 73 73 69 69 68 66 66 69 75 72 65 70 66 74 69 75 74 69 70 66 68 68 68 71 69 66 74 71 68 73 71 68 69 73 69 68 67 69 65 74 69 74 72 73 70 72 68 71 70 75 69 72 73 66 71 65 74 70 72 69 68 66 71 69 66 70 71 66 68 75 71 68 74 72 65 67 66 74 68 67 73 74 65 69 66 72 66 70 71 69 68 70 67 68 72 66 69 65 71 67 75 74 74 72 72 67 65 73 74 71 69 65 69 66 74,0
62 62 64 64 64 62 64 63 62 64 62 63 62 63 62 62 62 62 63 64 63 64 63 62 63 64 63 62 63 63 64 62 62 63 63 62 64 63 62 63 63 62 63 63 63 63 63 63 64 64 64 63 64 63 64 62 63 64 63 62 62 64 63 63 63 62 64 64 64 64 63 62 62 64 62 62 63 64 62 64 62 62 63 62 63 62 64 63 63 62 63 63 63 62 64 63 63 64 63 63 62 64 64 63 64 62 63 63 62 63 62 63 62 64 62 62 63 62 62 63 64 64 62 64 64 64 62 62 63 62 63 64 63 64 64 63 63 64 64 64 63 64 64 62 64 64 63 62 64 63 64 64 64 62 64 62 64 64 62 64 63 64 64 63 64 64 62 63 63 63 64 62 62 62 64 64 62 64 64 64 62 64 63 62 62 62 64 64 63 63 64 64 63 63 62 63 63 62 64 62 62 63 63 62 64 62 64 63 63 62 63 64 62 63 63 62 62 62 62 64 64 64 63 62 62 62 62 63 62 63 64 62 63 64 64 62 64 62 62 64 64 64 62 64 63 63 64 63 64 63 64 62 63 62 64 64 63 62 63 64 64 64 63 64 62 63 64 63 62 62 63 63 64 62 62 63 64 63 62 64 64 63 62 63 64 64 62 64 62 64 64 64 64 62 64 64 62 64 63 62 63 64 64 62 64 62 62 63 64 62 62 64 64 63 63 62 63 63 63 64 62 63 63 63 64 62 63 64 62 64 62 64 62 64 64 64 63 64 64 62 64 62 64 64 63 63,1
64 65 64 65 66 64 64 66 64 65 66 65 66 66 64 64 65 66 65 65 65 64 65 66 65 66 66 64 64 66 66 66 66 65 65 66 66 64 66 64 65 64 65 64 64 64 66 66 65 64 65 64 64 65 66 66 64 64 66 65 65 64 64 66 66 65 66 64 64 64 66 66 66 65 66 64 64 66 64 65 66 66 65 66 66 65 66 64 64 64 65 65 66 65 65 66 66 64 66 66 64 64 66 65 66 64 66 66 64 64 66 65 66 64 64 65 66 64 65 64 64 65 65 66 65 66 64 64 66 65 64 66 64 65 66 64 66 64 65 66 64 64 65 64 64 66 65 64 66 65 64 64 64 65 64 65 66 66 64 65 64 66 64 64 65 65 64 65 65 64 64 64 64 66 66 65 66 66 64 64 64 65 64 65 64 66 65 65 66 66 66 65 66 64 65 64 65 66 66 65 65 66 65 65 64 65 65 66 64 66 66 65 65 66 66 66 64 66 64 65 66 66 65 64 66 64 66 65 66 64 66 66 65 65 65 64 65 64 66 64 66 66 65 65 64 64 64 64 66 64 65 64 64 66 64 66 64 66 65 66 64 65 66 66 64 64 65 65 66 64 64 64 65 64 66 64 65 64 64 65 65 66 65 66 66 66 66 65 65 66 66 65 66 64 65 65 66 66 64 65 64 66 65 65 64 65 64 65 65 64 65 65 65 64 64 65 65 64 66 64 65 66 65 64 64 64 64 66 66 66 65 65 65 64 66 65 66 64 65 65 64 64 66 64 66 65 66 64 66 64 65 65 64 66 66 65 65 65 65 64 65 66 64 66 65 66 66 66 66 64 66 66 64 66 65 66 65 66 66 65 64 66 65 66 66 64 66 66 64 64 64 64 65 65 66 64 64 66 65 66 66 65 66 64 64 66 66 65 66 65 66 65 65 65 64 64 66 66 64 65 64 64 65 65 66 64 65 65 65 66 64 66 66 66 66 65 64 66 65 64 64 66 65 65 65 64 65 64 66 65 66 65 64 66 65 65 64 64 64 64 66 64 66 64 65 66 66 66 65 66 64 65 66 66 64 64 64 65 64 65 66 64 64 65 65 66 65 66 66 64 64 66 65 65 65 64 65 65 65 64 66 65 65 65 66 64 64 65 64 64 64 64 66 66 64 65 66 65 65 66 65 66 66 66,1
59 61 59 59 59 59 59 59 59 61 61 61 60 60 61 61 60 61 59 59 60 60 61 60 61 60 59 59 60 60 59 60 59 61 60 61 59 61 61 60 61 60 60 60 60 59 59 59 61 61 60 60 60 59 59 61 59,1
51 50 50 49 49 50 50 50 49 51 51 51 50 50 51 50 50 50 51 49 49 49 49 50 49 51 50 50 50 49 50 49 50 50 50 51 50 50 50 49 50 50 51 49 49 51 49 49 50 50 51 49 51 51 50 50 50 50 50 51 49 49 49 50 49 50 49 49 50 49 49 51 49 50 51 49 49 50 51 50 49 50 49 51 50 49 51 50 50 50 50 51 49 49 51 50 50 50 50 49 50 51 51 51 51 49 50 51 50 50 49 50 49 50 51 51 51 50 50 49 49 51 50 49 50 49 51 50 50 50 49 51 49 50 51 51 49 49 49 49 49 49 50 50 51 51 50 49 49 50 49 49 49 51 49 49 51 49 49 50 51 49 49 51 50 49 50 51 51 51 51 49 49 50 50 51 51 51 49 51 50 50 50 49 50 50 51 50 49 51 51 50 49 50 49 50 51 51 50 51 51 50 49 49 50 50 51 51 50 49 49 49 50 51 51 51 50 49 49 50 49 49 50 49 50 49 50 49 49 51 50 50 51 49 50 50 51 49 49 51 50 51 49 50 49 50 50 49 51 50 50 49 50 50 49 49 51 51 49 50 49 49 49 49 51 49 50 50 51 50 51 50 49 50 51 51 51 51 51 50 51 49 50 50 51 51 49 49 49 49 51 50 50 51 49 49 51 49 50 49 50 50 49 51 51 50 49 49 49 50 51 51 49 51 51 49 50 51 50 51 49 51 50 51 51 50 49 49 50 49 50 50 50 50 50 49 51 51 49 51 51 50 51 49 50 51 50 50 50 51 51 49 51 50 49 50 50 49 49 51 51 51 50,1
55 56 56 56 55 56 55 54 55 54 55 55 55 54 55 54 56 55 54 55 56 56 55 54 54 56 56 56 55 56 54 56 54 54 56 55 56 55 55 54 54 56 54 55 55 55 56 56 55 54 56 56 55 56 56 56 54 55 55 54 56 56 55 54 55 55 54 54 55 56 54 56 55 56 54 56 55 54 56 54 54 55 55 54 54 54 56 56 55 56 56 56 56 54 54 54 54 54 55 55 55 54 56 54 54 55 54 54 54 56 56 55 54 56 54 55 56 55 55 54 56 54 55 56 54 55 54 56 55 55 54 56 56 54 56 56 55 55 54 56 54 55 54 55 55 55 54 55 54 56 54 55 54 55 55 55 55 56 56 55 55 55 56 54 56 55 54 54 55 55 56 56 55 54 54 54 55 56 56 56 56 56 55 56 54 55 54 54 56 54 54 54 54 56 55 55 55 55 55 56 56 55 54 56 56 56 56 54 56 55 56 54 56 56 56 56 55 54 54 55 55 55 54 56 56 54 54 56 55 55 55 54 55 56 55 54 55 56 56 54 56 54 55 56 54 55 55 56 56 55 56 55 56 54 55 54 56 54 54 56 54 55 56 54 55 55 54 55 54 55 56 55 56 55 56 56 54 56 55 55 56 56 54 54 54 54 54 56 56 54 56 56 56 56 55 55 54 54 55 56 55 54 54 55 56 55 55 55 56 55 56 54 56 55 55 55 55 55 56 55 56 54 56 54 54 55 54 54 55 54 56 55 56 56 56 54 54 55 54 54 55 54 56 55 54 54 55 56 56 56 54 55 55 55 55 55 55 54 54 54 54 56 56 56 56 56 56 56 54 54 54 54 55 54 54 55 55 55 55 55 54 55 55 56 55 54 54 55 55 56 55 56 56 55 54 54 55 55 55 54 55 55 54 54 54 56 54 55 55 56 54 55 54 56 55 55 54 56 54 54 55 54 55 56 55 54 55 54 54,1
52 53 51 53 53 52 53 53 53 52 52 52 52 51 51 52 53 52 53 53 51 53 53 51 53 52 51 52 51 52 51 51 51 53 53 53 53 53 52 53 52 52 53 51 53 52 52 53 52 51 52 52 53 52 52 52 52 51 51 51 51 51 51 53 52 52 51 51 52 53 53 53 53 52 52 51 52 53 53 53 53 53 52 51 51 52 53 52 53 52 53 53 51 51 52,1
