Tab Switches,Window Focus Changes,Copy Events,Cut Events,Paste Events,Full Screen Exits,Risk Level
13,10,3,0,3,2,90.64225257546661
15,2,3,7,4,2,77.7173173289389
13,0,2,9,11,2,83.31284418391911
8,7,4,5,0,3,69.15632513407732
3,3,8,0,1,0,28.04221738937859
10,9,7,9,3,3,95.55378190233287
5,7,9,9,1,2,69.73634071096087
14,9,1,5,5,0,87.24635090567467
4,13,8,0,0,2,71.29664991777905
10,10,9,9,16,2,123.9713364151183
17,3,1,9,5,1,88.24348897565129
12,3,6,2,1,0,61.360652267020775
10,11,4,1,2,2,83.27178282862778
13,13,6,3,4,4,118.84227680562654
17,9,4,1,2,4,109.92836686914238
18,3,5,4,5,2,97.35558832606124
14,5,7,3,6,1,87.12103772990014
8,13,0,5,1,2,79.31136763805213
7,8,0,6,5,4,82.80976384204376
19,4,4,1,1,0,77.5022774868351
0,11,0,1,0,1,41.830365217575554
3,12,2,7,1,2,66.05320666100116
13,9,9,8,5,4,118.93264214791922
1,13,8,4,8,0,72.41047429828025
15,14,6,6,8,4,139.07875850786348
2,7,5,8,1,1,50.219346316147266
7,7,7,0,0,3,65.64518155664001
5,3,7,7,7,2,65.26771282096753
15,14,5,9,13,0,131.14398402276245
15,10,3,9,6,1,110.31730958814283
6,9,3,8,10,1,79.1652452303421
12,8,3,8,7,3,103.2800058978481
12,8,5,9,9,3,109.8879355920015
4,4,0,6,0,2,40.845786865590796
19,5,1,9,8,2,105.27344355374493
17,4,5,2,5,1,87.56041536251004
14,2,0,4,0,2,62.55005872623737
17,10,8,1,0,2,100.13114306464725
1,7,5,9,12,3,79.88495994543497
9,8,6,2,6,1,77.01441953787025
12,14,0,9,9,4,123.31521366596368
17,3,7,6,1,4,97.77636943831627
14,8,4,0,4,0,79.96014705940003
11,8,4,2,4,3,86.10153317063855
14,6,5,4,4,0,79.32342566537024
12,7,6,3,9,1,91.01622394912033
17,14,6,2,5,4,134.69098444514157
14,2,4,5,7,4,92.59261521266265
10,14,0,5,4,4,107.60218367832046
18,4,8,3,7,0,92.57329448836228
2,2,5,8,4,2,49.53464392299038
6,6,8,5,9,0,68.72631680272022
13,5,3,8,5,4,95.83000175133539
13,10,1,9,7,3,109.79901576111213
12,2,2,9,1,3,70.74396218897886
11,8,3,1,2,0,63.30268713221234
8,11,9,5,8,0,91.25520470851575
0,0,7,3,9,1,29.874702572630603
18,9,2,1,2,0,87.16493328800122
10,2,7,4,2,0,50.51647217089649
18,14,5,2,6,4,136.68433880038774
17,14,3,5,7,2,122.22176866053759
11,14,6,7,9,4,129.69570168988986
0,10,4,3,1,2,52.712179853655044
18,14,4,3,1,4,123.13476390952984
19,9,8,4,11,4,140.78120540566582
16,10,2,5,7,1,106.4321185676404
4,6,9,6,6,2,71.88060074883238
2,2,3,5,4,4,46.66214132676708
1,13,4,6,3,4,76.7808107149935
2,2,0,8,0,2,34.60529844334018
7,1,6,3,3,1,44.156220589360764
15,8,7,9,5,2,107.14519164998289
5,10,5,0,1,1,59.266189047505755
12,3,8,8,12,1,90.86159795346104
15,9,2,6,0,3,96.06830117382776
15,12,1,3,3,1,98.58348858550612
2,5,4,9,3,3,54.75779556531495
12,1,8,7,1,0,57.99999134120898
13,8,0,6,2,1,76.94655276002182
7,14,0,1,1,2,74.65212916221653
11,6,9,0,1,3,81.17129716026135
7,9,2,8,1,0,64.81012726793213
8,4,9,6,14,0,82.51566825885092
0,6,2,9,0,1,38.26441936925494
5,13,4,0,4,2,77.80970980246818
18,3,3,3,4,1,81.85532804782163
10,12,5,4,3,4,103.27630100836701
10,9,7,4,1,0,69.60938321971882
12,12,7,4,0,4,103.28286102017077
10,14,3,2,0,4,97.82639690717845
17,6,0,4,1,3,88.67805801270528
14,1,6,3,0,4,73.2545458336616
0,6,5,4,8,0,44.3762043450861
6,14,4,6,1,0,76.29266745038379
12,3,3,4,2,2,70.51427830778744
11,3,5,7,8,1,77.33487994609148
17,0,7,7,4,2,86.96439784908965
18,11,5,2,5,2,114.27301175571053
14,2,2,4,4,1,64.06870641356089
7,4,8,3,7,0,58.41295503872989
18,4,2,4,6,3,99.5833119346516
9,1,3,7,5,4,72.28193856399893
6,3,4,3,4,3,58.19804779016363
17,0,1,4,1,4,78.43670877096507
15,14,9,6,15,1,138.850733935989
19,8,9,2,3,1,105.88772508942453
5,0,1,5,0,2,29.472216443252726
8,5,5,8,6,1,73.20412542266297
12,6,1,3,2,4,81.62729822246719
7,2,9,3,5,3,70.5341965053879
15,11,0,5,4,3,106.36936892048057
12,14,7,5,7,3,120.43964855325325
12,0,9,2,9,3,81.0746276217822
16,6,9,0,5,2,95.85959478155574
19,2,0,2,2,3,85.61445611684947
4,12,9,7,9,4,105.11544759721906
16,9,5,7,10,2,121.37416333192299
8,11,0,5,2,2,77.92884293386756
1,11,7,6,8,2,77.6629849189679
17,5,4,1,5,1,87.74590867119731
8,12,2,8,2,2,88.39269377632745
5,11,4,2,3,4,82.51339192610199
10,13,0,1,1,3,87.7611139868811
5,5,0,4,3,1,46.645485110017184
5,13,3,0,3,3,76.29463032869636
12,11,8,4,9,0,106.54339237250991
10,3,8,9,0,1,65.4562514412623
13,11,0,3,1,4,98.85582938511
1,10,2,5,5,1,56.342615223910755
7,5,3,4,5,2,59.8048637926311
2,10,1,8,0,1,51.269312829471886
2,9,6,4,8,2,71.15189427212263
0,3,2,7,7,3,48.15432435622764
18,14,0,1,1,1,102.53689358373173
17,12,0,2,1,1,95.72149607488144
16,7,2,2,1,4,97.3430576870961
19,8,5,2,7,0,105.91150855008165
12,1,3,5,7,1,67.94192590987937
2,6,0,6,0,3,45.06524254819813
0,8,6,6,4,2,56.67523091970845
3,8,1,6,6,3,68.59906800452009
12,11,4,2,2,4,100.63606024868508
16,4,7,0,7,1,88.2699183723482
10,0,6,5,1,0,44.32128023216707
1,5,7,2,0,0,29.858582265009595
15,14,9,2,2,1,110.1004744695167
1,7,5,2,6,0,43.60981448692176
18,0,6,8,12,3,106.36101795551401
18,1,8,3,2,2,82.43012663693611
15,12,5,4,9,1,117.9351906522548
18,12,8,2,8,2,124.61285681390302
8,0,1,9,9,0,56.635044483946444
0,4,1,0,0,4,30.742838199934173
9,1,1,3,2,2,47.25369954582104
18,14,5,0,1,4,123.25056202750956
0,9,1,6,0,3,54.96460616590622
1,9,2,6,4,4,67.65226191540036
15,13,7,3,8,2,121.57198967847661
11,3,7,4,5,2,73.32930793354599
7,0,3,9,9,1,59.443921893511835
17,6,8,6,9,4,122.77456311085805
1,7,7,5,2,3,56.94199221511286
12,4,0,3,3,1,61.88329099002958
5,1,7,3,8,1,52.43972434917176
5,7,0,1,1,3,55.72357510496117
8,0,3,9,8,1,57.619223027671325
15,14,9,1,3,3,118.74548401718556
10,6,5,3,7,0,70.14824274931178
6,0,6,4,4,1,43.36670407550817
9,11,9,3,12,2,110.21338970491644
9,5,3,2,5,0,58.393330652180204
19,12,7,1,3,1,109.21870461101464
17,5,7,3,4,3,102.51950637253391
19,14,8,4,11,0,132.70201826422576
8,4,5,0,0,0,40.56951921909208
14,14,3,0,2,2,101.99686273010083
3,1,1,5,3,1,30.032228285528213
7,1,6,4,2,1,46.74547040138825
8,8,9,3,3,3,82.17849473540214
12,4,2,0,0,0,48.46677243421991
8,4,2,6,2,2,58.97671454982849
3,6,2,3,3,3,55.95403867128563
16,5,3,2,5,3,95.25934574216431
15,1,1,6,7,2,80.57429601584484
14,10,4,1,5,1,95.65192637600572
2,0,2,9,8,2,47.48971248561031
19,4,9,0,2,1,90.37696447228554
4,3,4,3,2,4,51.04403235330283
4,11,6,7,2,0,66.16647807461574
19,2,8,5,3,2,94.19528350708363
14,1,1,8,8,3,86.01011153858182
17,9,8,0,8,1,107.23489705744558
14,1,9,0,0,0,55.45656687223131
1,13,5,4,7,0,65.54849248969856
12,14,5,5,9,2,118.33950859990215
3,3,2,7,0,3,43.45411367797599
9,1,9,2,1,2,55.64107698529012
12,3,8,5,9,3,94.70654307597613
9,2,3,2,2,4,62.41126965695637
8,8,4,7,4,2,77.72541354390127
7,6,2,3,2,1,49.98719473787236
2,13,4,1,4,2,70.541307433135
15,12,7,8,14,2,137.15753052616097
13,10,7,9,10,4,127.84764723917675
8,14,7,7,13,4,131.14383276505464
10,11,5,5,5,2,92.42295761322936
2,2,0,2,1,3,31.512479523822908
4,12,9,1,9,4,96.0718827190588
9,14,5,3,4,4,107.91201170835242
12,13,9,3,2,3,103.94771744178176
3,7,6,0,6,0,50.80803132547173
12,8,8,8,16,4,132.72532037433254
11,12,7,9,4,4,114.35397513372918
4,6,7,7,11,3,83.93267941813887
9,5,6,6,2,3,73.59695331996056
8,3,1,5,2,2,55.05519292122414
19,4,0,2,1,2,85.04045821542535
6,7,1,3,3,0,47.7900406683248
1,2,5,1,3,0,19.60650268624636
6,1,1,6,2,0,35.59287430140047
7,2,9,1,9,1,65.88234118302292
6,11,3,9,3,3,87.38889411320417
13,6,9,0,1,4,90.93688297698424
18,7,2,5,1,3,99.7359188416823
4,0,5,3,2,3,40.960056011760386
17,12,7,7,1,0,106.50144257047916
19,6,5,0,5,3,105.63485412841037
11,8,1,8,5,1,85.499721044029
16,11,4,5,1,4,114.15348951206899
12,12,5,1,0,0,79.81120002029658
1,13,8,7,15,2,99.6760738993203
12,13,5,4,7,4,119.67932144913178
6,14,9,4,9,2,106.0374205422846
9,2,4,4,3,2,58.89181206205644
5,14,0,6,1,3,81.53859010502389
2,2,9,6,3,4,56.364404155785486
2,7,4,9,10,1,66.87097472617165
17,3,4,6,1,3,86.18411996869223
10,13,5,9,10,2,118.94514829422323
19,7,6,1,7,4,122.53658802380006
4,4,3,7,4,3,61.49808730456978
18,13,6,0,6,4,130.0549622618949
18,2,4,1,5,0,78.88984050928521
14,14,5,6,1,1,108.13374157405056
15,3,3,3,2,1,72.28964482854559
8,13,7,9,12,1,114.49564482504063
3,3,8,9,15,2,79.99569721651955
14,7,1,8,6,2,94.1067847932401
11,5,3,8,6,1,79.21526374086442
2,6,7,2,3,4,58.75931460044953
13,8,7,2,0,0,72.60525172300058
16,14,8,8,5,2,129.83256085717852
18,5,2,9,7,3,111.5640369417602
5,2,0,7,2,3,49.326150812672125
3,14,8,0,4,2,75.01582201255104
6,12,0,5,1,1,66.69152410648493
18,2,2,6,7,4,104.69799699533108
16,10,2,7,8,0,106.29674734511849
15,2,8,1,0,3,78.42754596116653
14,11,0,0,0,2,85.50251652211325
7,9,6,3,2,4,82.04155170004509
18,1,1,0,1,1,66.20294177035208
7,0,6,1,3,0,34.800573769419564
17,10,0,2,2,0,89.20211277379784
15,9,9,3,5,3,112.25461590658892
19,0,9,5,12,3,112.67655570642465
18,3,7,7,3,2,94.26200976448497
9,2,9,8,7,0,69.63895088107618
16,4,9,3,9,1,98.51809889268371
12,11,1,0,1,1,81.40593935318745
12,8,2,4,5,2,88.25243852798589
6,11,7,4,0,0,65.41983378156685
9,12,2,8,4,3,95.06946236920601
1,7,0,5,5,1,45.62096875905612
3,11,8,4,3,4,81.76694349335108
5,8,7,9,16,2,101.85286457681822
17,12,3,9,9,1,125.06936888631816
5,4,7,4,5,4,72.17054636205184
16,7,4,7,9,4,124.4651902279239
13,3,2,0,0,1,53.80327538909553
10,4,0,4,2,2,62.693413119050774
18,14,9,0,4,4,136.16718633362072
1,11,4,6,5,4,81.95858957576439
2,2,5,6,3,0,32.610769140063205
10,4,3,9,9,0,75.60282078948748
5,11,6,7,9,0,83.30290646205796
13,2,2,6,5,4,86.44253221793402
18,4,6,8,6,4,117.70874030452167
15,10,0,7,1,2,93.76124294122702
6,13,6,7,13,3,112.81532244454935
7,4,0,2,2,0,42.870572238961
18,5,0,9,6,3,102.88257010920783
19,8,1,3,1,0,87.63054151160375
15,0,1,3,2,0,54.099119972768335
6,11,3,0,2,2,68.24617624052433
8,9,0,5,0,2,70.16189606628063
12,13,3,1,0,1,85.75187556400316
0,5,1,8,9,0,44.02537179070952
7,0,3,0,2,0,27.33118137800557
3,5,3,0,1,0,30.163651156986177
2,1,8,9,10,2,61.73190807440553
2,7,8,5,13,0,68.87681622273514
12,10,0,0,0,1,70.73115933148433
7,2,4,2,0,4,52.8094326223106
6,9,6,9,11,1,90.7480776761786
0,13,3,1,3,4,71.43714104474185
15,5,4,8,10,2,102.95156286780762
5,5,1,4,2,3,57.05283235198625
6,14,2,5,0,2,81.81208661850756
11,3,6,1,1,3,67.49799593573076
8,4,9,7,7,4,89.8042752862253
10,1,6,5,3,3,64.9901307585716
9,9,3,7,3,4,93.47437905074752
0,14,0,7,7,3,81.32834843385493
17,9,0,0,0,4,97.34779104104202
3,7,3,6,5,3,64.31301496209599
4,9,3,1,2,4,71.49514048724333
8,6,5,7,1,1,64.165540472146
16,9,6,1,2,0,85.56465740823855
2,5,8,3,8,1,56.911088584830615
15,6,8,1,1,2,86.25931462561559
4,11,9,6,8,3,94.11778466065412
15,0,4,4,7,4,90.55711459107539
2,13,9,8,12,1,89.1744738240362
19,13,2,4,1,1,106.58592077776464
14,4,2,7,6,4,99.55843744907327
2,6,5,1,3,3,51.942155767106
19,0,0,2,0,2,68.54645543824267
13,1,6,5,2,2,66.52448602333466
15,8,2,6,1,2,90.98769869829862
16,11,4,9,10,4,137.23451161135313
19,2,6,7,7,1,100.48162928399033
17,5,6,2,1,2,88.34489035037863
17,14,8,6,7,1,128.19438420056318
13,6,0,7,4,2,84.21135350373925
17,8,2,9,8,2,116.41897712448922
14,4,8,5,3,3,92.3824393610381
14,3,7,3,7,4,98.2428695826435
5,10,1,5,4,3,75.74916369862511
14,11,7,8,10,1,116.8373455756991
17,14,7,2,6,1,118.73440237500971
3,1,1,1,0,4,32.017987855244634
7,2,7,4,1,2,52.98793257575011
14,14,2,6,6,4,126.59656013987016
2,4,6,2,2,2,43.7886089652078
14,10,8,4,12,0,111.52346370449972
12,14,3,3,1,0,89.3017428982919
8,12,5,6,9,4,110.93890673871617
1,1,8,1,9,0,36.34168492687264
7,12,4,6,10,0,86.9970589761393
19,3,0,1,1,1,74.07962829624815
16,0,2,2,4,2,67.1370287915229
12,3,8,4,1,0,61.463169312211335
0,6,2,6,2,3,50.04957296808206
1,14,9,5,13,1,92.94042130016554
14,13,1,6,7,2,114.84364998434646
11,11,3,5,3,1,87.14637042818264
13,2,4,0,1,3,65.65914837472127
1,9,6,4,10,2,71.62670437929752
17,7,6,0,6,4,113.55936898730171
6,5,8,6,9,4,89.23334811161574
5,5,7,3,0,1,45.76480839909324
13,13,1,4,5,4,111.22505690820297
7,14,7,0,4,2,89.81369316712895
1,0,7,7,5,3,43.63624035246049
16,4,4,3,7,3,97.04512998047343
4,2,2,2,1,4,41.89115483381104
13,14,8,0,1,0,94.68150571502258
19,9,6,3,0,0,94.60604438546564
2,14,0,2,2,0,54.50931994226951
4,0,7,7,6,4,59.13413956920966
15,7,9,8,14,4,133.84523058828074
17,6,4,4,7,4,112.84491955265453
16,6,5,8,6,2,102.37348554704597
10,11,8,0,8,0,88.16827649986665
16,9,9,6,14,1,128.77258284910664
15,13,7,6,7,2,120.09991606072938
1,9,2,5,7,2,62.769123402122666
3,9,4,3,2,4,66.829067866097
6,3,3,8,1,4,64.87297997966877
1,12,0,2,0,2,51.03854539832545
5,14,4,0,1,4,81.70569085121691
16,10,9,1,0,0,89.56877992462867
6,5,6,2,7,2,67.29926851547062
4,12,0,1,1,2,66.75124491515392
4,8,3,5,7,2,65.38037993734079
19,14,5,6,7,4,143.80176773003112
15,13,8,4,9,2,129.0104377609361
18,2,7,4,6,1,87.18208071473455
8,14,1,6,1,1,81.41926384569825
4,8,2,5,3,0,49.433270241923495
7,3,9,7,8,2,73.91915190645031
8,4,4,8,7,2,74.05561476878303
4,6,6,1,3,4,63.73463455768156
9,5,2,1,3,3,68.71412322843983
1,9,6,0,1,3,56.856589414886066
8,7,4,6,5,2,77.8526079273215
10,7,9,3,10,0,84.92785492432326
3,7,5,8,8,1,67.11693974161683
1,2,5,5,0,2,32.61005113348887
5,14,3,6,5,2,89.80339661280836
13,13,7,6,10,0,114.34009369397003
0,9,8,7,3,0,55.05532310408537
17,5,1,3,2,3,88.56697589215031
6,6,8,2,4,2,68.27991259156951
0,8,3,2,1,2,44.40871972552127
0,9,5,9,10,4,83.57999924652925
0,9,6,7,7,1,63.06537176535595
3,13,3,2,2,4,78.60285915659466
3,11,7,7,9,4,96.51593511928665
17,14,9,1,5,1,119.69412900012425
10,3,7,4,0,2,59.1503447366288
0,4,0,4,4,3,39.42146557399772
9,7,7,6,5,1,78.12325573562094
8,0,9,4,2,0,42.4548632206732
3,11,2,8,10,2,82.28867186315453
5,5,4,2,0,1,44.322182706238024
15,14,9,8,12,1,136.19214982671062
1,3,7,0,1,1,31.733483441072863
17,4,5,2,1,3,88.84549499813254
9,10,3,3,3,4,92.28031038536938
16,4,3,5,4,4,97.18375591006345
12,1,3,9,4,1,65.07665046815606
17,7,5,7,2,1,95.9256984102716
12,14,6,6,11,4,136.9910321415223
16,1,4,7,1,3,81.02185512909122
4,3,9,5,7,2,62.69355636756238
10,11,7,5,6,4,109.91512086290479
6,12,6,5,4,1,80.00399815548037
9,4,7,2,0,3,64.70635106917753
16,13,3,9,9,3,132.4030507425595
14,0,7,3,0,1,58.977822932993504
17,5,5,5,7,0,93.30658792678867
18,1,2,6,3,3,88.1914242362874
1,13,7,2,3,4,79.16836105527292
3,4,6,3,8,0,49.25002289244172
2,14,9,5,1,2,77.18986982070376
6,5,4,0,4,4,65.82783187770364
17,10,3,6,5,1,108.27032081392205
9,7,0,0,0,0,48.273199236697934
6,8,9,9,5,4,93.12680941171512
7,12,2,8,9,3,102.93654051029387
5,14,1,9,2,1,77.92956318886556
0,11,7,8,9,0,69.4369730856256
3,5,7,8,5,3,67.31084445040149
13,4,4,3,1,1,66.73418169184146
16,11,4,1,1,1,91.79275055213003
19,3,3,6,4,0,85.46646093460025
17,1,0,3,3,0,67.29302569817034
10,1,0,4,3,0,41.84077761638299
13,6,5,0,4,4,89.99484855272303
8,4,3,9,9,1,78.9600524464779
14,6,3,5,2,2,81.95573462335693
11,12,2,6,5,3,106.172780154326
9,10,8,2,9,0,86.54258768861854
18,0,2,9,8,1,88.32027998461945
18,0,7,1,7,3,92.33766438589302
5,4,1,9,9,2,67.85140124296133
19,1,3,6,7,3,96.64049364700205
5,7,0,0,0,2,46.37252091479638
7,13,4,1,2,0,69.19327630127087
0,14,1,2,0,4,62.87385221011202
16,2,0,3,2,2,73.84177805537844
16,0,0,4,2,0,52.5849944666764
14,12,1,3,3,3,108.09689246078543
6,1,4,9,5,3,62.83390637030841
18,9,8,2,2,3,109.27800842244457
2,9,5,0,1,4,63.67618729603441
10,6,3,6,8,1,78.29924106461647
19,5,2,9,5,2,103.79035223423966
18,11,7,5,4,1,110.79805937446149
8,7,2,1,3,3,67.87207420021385
9,6,0,1,0,4,64.70766245620308
1,13,3,2,3,0,55.63629217125042
0,9,4,7,9,4,81.53438773225851
15,12,4,7,1,1,98.71842244271151
17,7,4,9,1,3,105.14107993871575
16,2,7,9,12,2,103.519490693485
5,5,7,9,14,4,97.74868954977738
13,12,3,9,11,1,120.72416036148184
14,6,8,7,7,1,93.4403751423916
13,14,0,6,3,0,92.17066691566633
2,9,4,1,2,2,54.45455042914724
18,10,4,0,0,1,95.49038894994032
11,0,4,5,9,2,69.91776650985199
1,0,7,7,8,3,53.74716347071619
2,6,8,0,6,4,63.96884313505465
17,12,2,2,0,1,100.14693521520601
0,10,8,0,7,3,70.53730337608184
19,12,7,9,12,0,138.74243010407406
5,2,2,8,1,2,45.74165625253092
4,2,1,6,0,3,42.713928208708666
0,14,3,7,10,2,86.42026505315847
18,4,1,8,7,2,103.08957308526678
0,14,3,2,3,1,59.93434439968514
15,10,4,9,10,2,118.8001923298291
11,5,1,1,1,3,67.24212174599401
7,1,7,5,5,0,47.06502433751813
15,2,0,4,1,1,61.59585578432487
0,5,2,3,4,4,53.30955447960082
3,2,6,5,10,0,49.44545578151269
9,13,9,5,9,3,116.95347496446583
10,4,0,2,0,1,51.54528708484225
16,8,1,1,0,2,85.6350209855308
6,11,2,8,10,0,86.73415498966754
11,2,1,7,6,1,61.41071134337442
6,11,1,3,4,4,81.80481477640645
11,10,5,5,5,4,103.59865630365366
14,12,6,2,2,4,108.84856704505822
1,12,5,7,12,1,82.6258455426426
13,5,5,2,0,0,62.71986539085993
12,10,8,1,1,2,92.75067247723776
3,4,7,6,11,0,60.407578283705405
13,4,7,2,9,2,88.78494713702386
13,10,5,8,0,0,85.58871896099483
15,13,4,2,5,0,97.54603975914272
6,13,8,7,14,1,108.28451045299214
18,5,1,1,0,4,91.57757462922395
1,5,6,8,9,4,70.99580520527007
9,0,5,0,1,4,54.59760526254209
17,10,6,2,5,4,119.21492502144697
16,14,3,1,0,0,92.93490936355548
4,8,8,6,9,4,92.14899828105575
11,4,6,4,3,0,65.06782238763
5,0,1,7,7,2,49.61999108196296
8,7,3,1,3,3,69.92379066116084
19,6,4,7,2,3,105.87489280680263
0,6,1,6,3,2,42.58600003462713
14,14,9,4,0,0,99.15998421162261
5,13,7,1,8,4,97.85581948361643
18,4,0,9,4,1,91.90764797435205
17,0,2,6,6,0,72.19545253721915
5,8,0,9,2,0,55.329761699956805
12,10,4,3,4,2,89.6001583151888
0,8,7,3,9,2,63.62331901734402
12,7,6,7,13,1,105.31878679430514
6,4,8,5,3,4,73.34709195283472
14,13,1,8,6,3,116.39494011038231
11,2,7,1,4,4,77.2061377519949
0,7,7,4,1,4,57.85862855710362
14,0,5,5,2,0,56.58357324259377
3,2,2,7,7,1,45.5139959860591
12,11,1,3,2,0,74.63909660061759
4,10,7,6,6,2,77.74621629405873
1,6,5,6,4,3,58.397915891312316
0,13,3,3,6,1,64.25900051740058
15,14,4,0,1,1,98.96284065517064
5,3,4,2,0,4,50.849834630428745
15,6,8,1,6,0,86.87380516306483
13,11,8,2,5,4,115.17019378682603
2,10,7,4,11,4,92.78299622551197
14,12,7,0,4,1,99.6513384005237
2,13,1,4,0,3,65.22317631913894
1,4,2,1,3,2,33.48596718096068
0,5,7,3,3,4,51.88630668388742
8,13,4,5,7,3,101.99442035726295
8,6,6,8,0,4,77.58723135391433
6,14,7,9,5,3,107.40315750851568
2,12,5,5,1,0,53.906124817637995
17,9,4,9,12,2,129.6747242349668
10,11,7,1,8,1,93.06452411335036
6,6,0,7,7,0,57.98705409181898
8,6,0,4,0,4,67.60237618122278
0,6,0,8,8,4,61.76292489575378
13,10,2,9,1,2,92.60004986343971
19,12,9,8,17,2,154.9177224400974
5,12,5,3,8,2,85.83948339431291
6,6,5,0,1,4,62.1816097164403
9,2,4,8,3,4,76.03428635461158
6,14,6,8,1,1,82.63331305199847
1,11,4,7,0,2,54.44300831954308
3,2,1,4,3,3,41.33113441880392
16,6,3,4,7,1,95.01491084385356
0,13,0,9,9,3,87.06053690291236
9,1,6,5,6,0,54.74101355942793
18,13,3,0,3,2,111.5661998639269
14,1,3,8,10,1,83.17109607679895
9,2,3,4,4,1,55.230112279070205
18,13,2,6,2,0,104.34223198558774
11,3,7,7,7,0,72.31109927703103
15,5,3,4,4,0,76.30093087262959
8,12,7,2,0,1,75.89160651178547
14,7,8,5,8,4,114.31091403060253
16,9,0,6,5,3,105.3284359890083
13,9,3,3,5,3,98.877485316874
17,6,5,8,4,0,92.51085446790358
1,3,7,3,2,4,47.90599089980894
3,1,5,9,5,4,56.63494370822134
17,1,5,1,1,0,64.48037564498063
6,14,9,8,2,2,92.50412942096449
12,3,3,3,6,1,72.43287580139479
14,5,8,3,1,2,79.8414908603214
0,2,6,9,10,4,66.52443188704035
10,5,5,0,2,0,51.18363345091051
9,4,0,1,1,1,42.683386555875956
4,4,1,2,0,3,41.49046581131716
15,1,5,6,8,4,92.68059885438524
10,7,0,8,6,1,79.05944630116151
5,4,4,4,2,1,45.55639308177728
8,10,0,3,1,2,72.4020612561023
12,1,2,1,1,3,59.26561320394947
7,6,6,6,8,2,79.88630049533323
13,12,4,5,8,2,111.26361090650184
0,14,9,6,8,2,85.25213891204737
16,8,0,7,1,2,91.58645129825256
4,8,0,8,2,4,67.19209494951643
1,0,7,9,16,3,69.9748371806124
8,6,8,4,8,2,81.78430516679465
3,8,6,4,6,4,76.79950482020273
16,5,2,3,1,4,96.64746054855777
16,0,5,2,5,1,70.5939004222911
17,1,2,6,8,1,85.22751758387957
15,3,9,4,7,0,83.4917292468982
7,13,3,6,5,4,103.1151885132727
10,3,3,1,0,0,44.2769166665558
17,1,2,8,7,4,99.45715457761402
9,7,9,8,0,2,82.98503314759338
12,1,5,8,1,2,64.88063070950949
16,2,4,4,5,0,73.21232165351114
17,13,8,9,3,2,128.232964866853
9,3,8,8,9,2,81.56373202750632
15,8,2,0,0,1,77.93122418387081
19,9,8,1,9,2,121.84105703566146
4,0,2,9,8,1,48.20647252229009
12,7,3,4,6,3,94.3540230456905
17,11,0,4,0,4,108.61983294401696
16,14,4,5,1,1,105.7990535015942
8,13,8,7,9,1,103.21704869647142
13,4,1,0,0,1,57.17036741507901
16,6,3,9,4,4,110.17654242339006
3,7,9,8,1,4,73.04116015522285
17,14,1,3,1,4,120.87581508399573
19,4,7,7,6,2,108.498657818957
14,7,8,4,8,1,100.09243803007567
10,9,2,0,2,4,82.99917803495767
11,10,8,8,13,3,123.52977992114796
8,7,5,7,0,4,79.45675012413264
12,8,5,4,3,0,75.92408872890549
14,1,6,3,3,0,63.82341461576007
14,2,4,7,10,1,88.18128394803901
4,0,5,8,5,1,45.011577607966004
18,3,0,6,4,1,81.67260108812714
19,14,2,3,3,2,121.70161830215505
13,14,8,6,12,0,123.98473408883419
16,4,4,5,4,0,81.80579284650847
17,10,4,2,0,1,90.18273683625286
2,0,7,9,16,0,57.19422763972088
1,7,1,2,3,0,33.2215675523314
0,1,6,0,2,2,28.381681138820397
9,0,8,4,7,3,65.9813003638547
18,1,6,7,12,1,99.50536674527343
16,14,4,5,2,3,122.66606524019274
11,12,5,7,9,3,115.46056018958112
0,4,3,6,7,2,45.19708024061393
11,8,6,1,1,0,70.42407428306431
16,8,0,7,7,1,96.53637060554914
2,1,3,3,3,4,44.2440721113125
10,1,2,4,6,3,64.07948774098239
16,2,3,7,2,3,82.11493737985924
2,6,0,4,3,2,45.20028264595915
7,10,1,4,0,3,70.30338189953915
19,2,8,5,12,3,118.14467013352358
3,0,6,6,8,3,58.00408981656997
6,13,5,8,9,2,100.28997221847273
13,13,1,6,4,0,97.65557464078798
13,13,0,5,0,3,99.64858350864152
3,5,1,9,9,1,60.91174484884807
15,2,6,3,5,3,82.09353434542639
0,0,1,9,0,3,29.272609392697696
16,13,2,1,3,1,102.5655271709318
9,12,7,8,12,2,114.27986149602849
15,3,6,9,8,4,111.79106181243051
15,12,8,4,7,1,113.41358323136039
7,0,3,4,6,4,58.18225155628934
6,0,6,2,0,0,29.16391408749348
5,11,0,2,1,0,49.55264737513003
15,1,1,0,0,3,64.35317361462768
19,9,6,4,8,3,129.67972852583418
15,7,1,2,2,2,84.59695662920002
6,1,5,1,6,4,59.70522363591964
8,10,9,8,9,0,91.6977475100302
13,1,8,9,4,0,72.93068525732797
10,14,4,5,0,3,95.36017004621795
13,10,9,2,1,3,100.750110145496
6,10,6,6,8,2,92.7872175451954
0,9,0,8,1,3,55.68687350984143
12,9,7,8,9,3,113.52396324162964
19,7,8,0,1,2,99.27986919290963
2,11,4,1,0,3,59.039239242770996
19,5,5,7,2,3,104.09790986817393
3,11,7,0,1,3,67.63555139491879
10,10,3,2,3,4,93.35896906798665
1,3,1,6,0,0,23.62154698453077
13,2,9,7,10,1,85.28692005082355
11,0,7,4,5,0,51.32190682049678
16,10,1,1,2,4,107.66015886418704
11,2,4,2,4,1,59.314273521166854
